1 1494 2086 0 16670 12892 3140 5	0
247 737 1189 1238 301 2281 693 9679 0 1189 150	1
2952 1088 179 139 6 0 854 883 2	0
1696 118 5646 10831 12620 614 14 777 4280 71 0 286 143	1
12091 960 152 246 3101 0 589	1
10971 3 437 622 11 70 207 4 4228 16 108 0 49	0
23 112 252 44 4 2279 33 476 15 93	1
69 5 2	0
1 399 0 610 28 0 1514	0
3540 545 8 1173 336 14 293 16889 25 0 18	1
377 23 3512 0 3162 390	1
52 522 1299 0 714	1
9850 1274 16404 3 11670 470 9478 532 14 1392 29 1545 1553 0 88 183	1
1424 6 3099 16932 8 12583 1033 425 11304	0
1425 13302 30 1968 10514 2534 3415	0
944 14664 4 13353 13192 4740 2246 1183 0 15946 17 5266 2001	1
327 92 165 59 0 57 69 1098 2179 31 147	0
1 951 121 7 0 178 101 21 76 272 11 0 331	0
2982 6 1999 12 0 16447 29 693 108 14 250 115 0 1125	1
13086 13292 4633 2358 149 2137 9833 4 12939 9377 15280	0
10157 12 50	1
2782 841 198 906 9 9 14466 8 14276 0 99	1
1 387 2418 27 0 439 103 322 55 3 3 280 40 345 81 3333 87	0
9290 13 6 3060 15196 4977 75 8 19	1
1 13562 57 1288 5926 0 618 1080 182 151 12	0
377 15447 0 13 3293	1
245 204 215 16 645 7	0
3873 11 0 156 369 276 1261 4790 13	0
2113 188 2166 0 279 1503 16 4 15255 0 153	1
82 2309 513 158 0 5009 3562	1
10 1 2706 208 535 12830 0 1484 162 5	0
10402 8 13286 4285	1
85 6881 14711 40 1136 81 2345 87 243 585 765 17184 1073 0 670	1
4096 3 10914 3 1003 3 1185 3 1762 3 4631 3 275 3 5080 3 5945 3 15709 3 2007 3 1416 3 6701 145 178 237 11 0 104 1923 20	0
151 1049 571	1
1 24 4206 0 31 2629 69 147	0
368 18 76 8057 645 13 0 154	1
1101 398 108 12 4296 16 19	0
1444 21 3262 14718 759 11 0 37 4 32	0
1 12691 0 6816 6 8 58 72 4 303	0
1419 306 3004	0
1 363 815 5317 8 60 1812 0 6559 2085	0
1 1270 43 0 3352 1641 133 373 96	0
1 454 476 284 758 0 1897 3989 366 3 3 280 40 623 81 1228 87	0
2799 8 4649 1647 34 23 3487 187 6836 32	1
19 323 1019 161 14095 2372 12477 0 1098 126 172	1
1009 13280 0 101 159 539 402 7	0
14717 873 529 3749 58 6 0 524 372	1
5262 943 3230 0 12965	1
371 158 325 0 398 11 0 1391 93	0
10 386 0 3300 560 7	0
2512 471 1253 15 9 9 16245 16602	1
1223 7022 17 22 118 35 24 9920 0 19	0
1 5065 86 3100 3283 108 42 251 12 3 3 280 40 868 81 652 87	0
398 11 0 570 8 621 0 241 325 2360 227	0
1 2119 479 15 0 12529 966 4832 63 2	0
1 387 31 0 478 12 24 208 67 821	0
12861 14 10740 3167 254 17 3011 267 0 18	1
1 4576 4611 332 428 0 2935 9681 6206 6167 3 5929 3696 3620 3801 75 16 674 78	1
8279 254 17 88 126 97	1
829 384 131 572 0 3159 181 12	0
1253 294 22 206 2267 6 0 19	0
330 123 0 70 649 2592 3119 0 130 20	0
10 1731 58 86 17 19 2	0
525 231 96 17 22 761 753 120 6 0 19	0
310 9334 8348 22 2326 3936 777 448 392 6 0 19	1
4958 2009 6 35 15820 16 1249 334 0 32	0
15375 970 458 35 77 1850 181 5	0
14329 191 34 752 3427 29 1765 8 394 14 457 968 0 18	1
1 836 299 80 0 92 892 5746 12 0 17010 251	0
728 325 333 354 613 1683 437 75	0
5266 2597 5621 495 17 5844 1031 273	1
737 315 191 34 5408 71 0 33 1440	1
21 207 130 148 0 1743 15	0
120 2625 30 0 1323 7819 5	0
16195 8900 9021 0 3399	1
15357 9007 13	1
750 1244 141 255 78 8 638 15	1
51 730 1143 94 0 581 159 1082 12 5	0
2301 754 651 176 0 171 712 15	0
85 112 376 54 437 12 7 0 670	1
1 2116 1096 5535 0 735 109 760 78	0
3387 1570 1675 12425 3327 1917 0 186 17 2719 2	1
2376 1618 2147 0 90 2	1
60 69 7 16 957 3 3 1961 40 345 81 2748 87	0
2345 857 6 0 119 718	0
82 1 21 1198 0 303 467 11 9 9 13008	0
5995 13 6 541 601 0 19	1
13824 2801 11923 146 4864 483 270 0 68 29 544 8 4361 2	1
10 3494 14076 2103 0 19 2	1
407 835 11 156 985 58 29 202 0 3255 561	1
6414 993 70 852 163 0 1098 2179 31 147 12	0
16746 899 274 423 5132 16 2976 212 0 39 2	1
10 1 1623 2188 314 185 0 21 205 151 7	0
5778 265 1500 8 1132 822 1073 715 15 5292 6259 746	1
35 2802 6 51 21 768 205 0 603 282 7	0
1378 2453 42 306 0 12249 1394 11 3 3 1961 40 623 81 499 87	0
2240 12731 378 2017 422 719 416 17 144 212 273	1
1833 155 11 0 104 12 63 20	0
125 216 1095 73 0 138 3069 2529 64	0
3574 6 1 103 3200 0 3501 4405 96	0
1461 137 6 0 4087 369 70 9889 1854 0 2538 2887	0
51 582 89 538 59 103 9288 392 2 50	0
1 1103 0 2379 15868 570 14123 256 13 15	1
902 83 2 4200 0 15386 359	1
3122 40 686 23 364 16590 2 4678	1
1 2139 0 6510 759 1707 0 13 4 37	0
1 316 136 0 1543 137 210 5	0
685 133 12413 13059 0 2914 1718 16 37	0
111 237 620 11 13695 277 0 191	0
17330 517 1077 22 7099 756 100 0 16235	0
1709 482 3517 9444 4 387 20 7	0
220 117 27 6 348 20 39 4 5	0
970 8 1850 1298 0 2877	0
65 2614 2198 2187 66	1
133 233 879 694 0 489 73	0
6155 2216 8527 3597 173 3213 1387 0 33 56	1
23 118 3616 289 80 2	1
677 2266 2128 28 6 0 19	1
15821 166 2260 71 1084 7166 495 16 1052	1
103 209 6 0 1738 4293 4572 19 195 28 2	0
134 2904 5622 212 332 3187 976 0 2	1
45 0 2866 1044 3785 6964 0 993 31 568 162 7	0
4603 2480 13665 16409 393	1
10 511 12704 1106 2469 124 196 545 80 0 2255 0 131 458 783	0
771 2812 1124	0
1 9768 281 0 12294 14236 645 954 206 2	1
1731 0 107 302 978	0
237 11 464 485 43 20	0
3187 702 959 736 6461 924 12 0 511 4 19	1
873 272 17 121 30	1
119 456 27 1172 207 43 2	0
85 1360 0 2684 2874	1
1275 7031 6 7090 1053 0 1963 24	1
14187 188 1853 221 25 16 10467 39 2	1
16489 174 1703 207 0 786 74 15	1
85 3519 16256 0 5	0
21 2297 43 6 232 4817 96 14 836 6968 0 18	1
48 5475 128 44 432 542 47 50	1
141 6929 13 6 0 1526 6793 738 194	1
10 1 24 413 0 3205 2729 268 223 7	0
191 390 17082 0 1370 15 16 2013 8 4484 654 9 9 61 3583 3158 390 161 106	1
1 3266 0 157 320 42 1417 548 25	0
4358 6113 16069 5847 9 16754 9579 2220 15409 769 4 6633 7749 30 425 194	1
1 605 2132 1015 0 5772 295 5	0
2489 3 4 6952 3 11833 14 9953 3 523 10418 258 0 140 3793	1
7154 1 299 24 4 1329 3115 0 1287 198 288	0
129 3521 160 480 8 1638 1368 143	1
621 0 5405 607 475 4 19 24 12 268 329 164	0
13325 4154 14 7702 1582 4763 614 6 1397 8 4475 0 736 16 1744 24	1
2388 149 0 5855 15687 15 8 13	0
221 1126 0 9318 6805 1570 415 4 1570 4725 899 400 221 1126 0 4059 3723 2	1
4187 2426 1894 6 10882 817 163 0 739	0
7082 296 33 919 17 359	1
1060 6547 210 6 0 1249 6304 2 50	0
85 455 15439 3055 653 790 1280 0 414 30	1
1975 13232 9426 4 2302 15649 340 0 3856	1
1 626 399 0 1204 221 121 148 370 369	0
1 714 13 6 0 382 2877 16 714 1394 13	0
42 1109 334 4 354 20 0 190 12 16 5 2	0
7095 1018 11 6 0 7095 644 292 1018 548 7	0
802 12383	1
6387 546 425 3722	1
10 2491 205 21 11566 35 995 5	0
1251 373 743 4353 169 743 2921 58 6 0 1158 46 9 9 61 2311 12917 13836 282 743 2921 106	1
156 3471 131 42 611 295 5	0
14448 4043 851 0 4043 273 16 153 64 2	1
1975 1692 613 6142 349 4365 1686 64 15	1
853 128 3554 16149 775	1
16900 1199 2646 1110 30 0 670	1
168 148	0
1 1952 2362 193 21 95 139 0 63 20	0
11371 3296 13128 438 22 6844 8365 11084 14770 6 0 5054 53	1
85 7828 507 337 0 359	1
10 1 1417 891 0 215 1871 338 55 5	0
10 1 36 0 191 1831 0 228 235 498 5	0
135 379 524 592 0 124 1142 8846 350 250 0 1974 451	1
6405 1551 5497 3 14979 11 274 911 0 158 2	1
2265 9284 75 1445 261 107 86 7	0
335 14345 4 376 290 2 9 9 15260 14226 2723 3659 10050	1
125 16373 42 56 0 1781 423 12 4 5	0
901 13 4 149 4201 353 0 6655 2766 14373 1766	0
65 543 4 664 66 6376 40 2015	0
310 507 0 4250 180 10268 4558 503 936 0 4250	1
433 266 0 515 2967 845 1611	0
8770 15506 5549 22 152 1342 2142 2102 13541 0 85 835 6948 17 213 30 0 1086 1892	1
8698 134 482 43 7 1202 12899 8 11624	0
368 377 52 2066 4 23 364 337	1
338 6 12584 208 403	0
217 103 1390 27 97	0
92 1075 60 4479 0 16219 2	0
228 142 131 338 100 4908 985 244 5	0
311 167 35 162 28 50	0
470 2180 4109	0
48 6860 2603 0 192 47 11241 10707 192 39 801	1
21 207 15778 11 104 2741 121 0 10199 468 1518	0
105 1443 4903 978 7 22 128 475 0 2745 19	1
785 759 11 2542 158 163 468 7	0
1 353 1897 3713 2421 3278 0 13178 41	0
1 2479 0 8587 581 41 7	0
17167 222	1
400 742 5120 9268 3490 4 5654 249 965 742 0 1982 4 9563 151	1
180 1077 1558 6024 182 4602 660	0
10 4035 597 27 257 7	0
1 6570 86 0 31 99 5 0 2	0
8688 100 6123 459 0 63 72 8 303 2	0
1 15173 1258 4 10758 0 2941 94	0
1 2115 0 881 224 0 42 103 136	0
1264 43 38 1237 0 1481	1
512 3 6405 15403 3 2769 3 466 3 10116 3 1185 3 11936 3 4183	1
383 25 1371 49 0 67 921	0
4478 1199 12352 12920 10110 0 3412 1059	1
713 706 193 203 39 137 4 2603	1
12606 2892 6746 174 1994 0 4746 3446 2422 7593 146 13640 0 68 4 544	1
417 6676 601 0 1493 5640 13321 72	0
7712 1593 1333 10212 5278 943 14 11726 4247 4 306 1035 83 0 18 64	1
1816 52 6 1323 1078 0 535 1740 116	0
2444 13 15743 1351 390 9 9 2999 556 6488 2449 14783 17234 7562 3 10848	1
1 1623 2188 0 31 539 468	0
152 1195 741 437 0 356 2	1
1304 337 13 16433 4630 5184 0 2 4 561	1
226 1876 94 6 0 198 939 2	0
8026 132 0 122 78	0
1056 33 530 0 1543 302	0
13532 9249 14336 80 16 4924 7	1
1361 16871 14 1435 116 1052 0 153 64	1
14303 203 0 1104 17 4408	1
1 1352 14799 12 0 1372 266 209 872 5	0
10 26 38 494 77 561 123 292 5	0
1443 4 203 420 0 192 2861 2118 90	1
60 4395 532 12 0 612 30	0
1260 361 7256 3 14829 3 6423 14 16507 740 8296 0 18	1
16958 0 9148 222 248	1
13629 1840 75 6 33 412 49 0 4095 1425	0
1 8124 3 4269 12 389 1287 2984 3015 1582 740 1027 574	1
891 1320 11 6 1 4210 0 16597 0 1472 53 15 93	0
1 2370 684 1002 658 0 5088 276 179	0
355 160 240 2 522 812 4 2424 801	1
3573 39 356 164	0
1266 1073 210 142 0 638 15 8 1100 16213 269	1
59 3447 2779 12 22 640 534 283 171 6 0 19	0
15047 7500 445 1364 4580 126 0 92 2567	1
335 5256 13890 318 3450 9 9 61 8260 1964 1446 2474 106	1
59 140 520	0
218 11 0 155 1105 274 352 210 13	0
10 36 0 104 26 38 132	0
12023 100 0 12840 156 201 708 176	0
1 217 103 0 703 3726 2 4 37	0
1 21 909 0 165 26 38 3786 33 69 99 5	0
4330 16330 9 9 15895 40 1711 3310	1
10 1 2418 2475 1745 8 3200 0 169 3909 64	0
1259 16864 2313 15480 0 834 2191 855 227 13	0
16567 16888 5713 62 8707 0 1144 480 16 15	1
10 42 3068 2116 1422 0 26 38 170 182 5	0
5978 55 6 0 692	0
1 247 4552 25 0 14004 4114 2583 64	0
15573 1618 191 34 2709 6985 937 0 863 4137 8 83 212	1
2087 13 6 2015 9242 0 13 4 290	1
157 2529 744 16980 16 1852 96	0
124 333 402 96 0 2097 32 5	0
1 9628 7 0 57 11 17 183 53	0
951 59 70 876 0 21 95 151 7	0
20 809 910 1129 0 1855 237 11 26 484	0
1983 34 2372 6 12269 8 17230 0 800 41	1
131 1516 107 125 0 1249 11621 133 2196 28	0
243 3332 11184 40 2142 13564 29 13989 3073 12814 374 1073 15	1
407 15068 1090 4868 12467 9 9 2937 46 15349 0 82 11954	1
1916 2558 2017 0 199 56 24	1
310 941 640 1251 4622 16331 264	1
1341 3210 2983 1054 5108 2091 186 3181 16 189	1
4212 167 0 948 3 1047 695	0
1599 768 573 86 17 22 610 6 0 19	0
1017 65 3204 313 6190 66	1
4972 3 9646 3 5337 3 897 3 6087 3 15060 3 6235 3 14428 306 534 880 14 367 1513 0 18 74	1
1334 28 44 5849	0
17329 65 36 5858 66 0 46 442	1
709 394 34 2070 1413 0 44 2	1
4430 13 1049 7 2 9 9 1 9364 714 15	1
23 88 12235 33 1440 17 18 154 15	1
1 2289 659 0 5672 3498 1849 1179 722 12	1
1 9384 0 2758 554 5580 480	1
3716 7792 9 9 5047 1120 997 0 507 29 13 29 392 2932	1
504 4 1103 125 34 0 15521 357 10076 2462 2239 79	1
1 9245 341 2944 0 110 760 75	0
3944 3 15343 3 1416 3 9723 3 661 3 8528 3 512 3 12093 3 9555 3 10851 3 4356 238 0 2527 4601 4 4344 1540 591 40 2098 2	1
3248 0 567 497 17 4936	0
1266 42 78 8 216 9302 20 0 8298	0
8845 11622 6075 0 14055 3641 2	1
200 990 2777 986 0 1248 200 586	1
1 155 488 369 0 109 1029	0
23 804 112 2989	1
2231 9087 12946 1313 1385 3047 1165 267 83 0 356 2	1
423 43 97	0
1 1857 1876 0 7460 424 11	0
134 16091 10845 0 197 718 10491 371 2377 445 0 1120 1379 262	0
1 607 1225 1241 0 311 167 257	0
1 456 283 0 235 2020 2054 63 3 3 280 40 623 81 755 87	0
766 8 42 565 2291 7 2 8761 279 2090 3436 0 1516 8 967	1
1240 562 35 113 257 5	0
10 21 207 63 20 0 10710 1013 37 7	0
1 1381 1325 0 961 2909 674 78	0
622 417 1748 25 0 694 4153	0
421 326 933 0 10 443	1
2744 3142 91 1458 1602 70 16355 9633 604	1
131 429 567 362 992 1826 12 2	0
10905 753 961 2347 1428 1225 626 2774	0
439 474 94 97 50	0
1436 113 260 8212 0 77 562 3216 5	0
10 180 963 15892 5781 10057 167 0 7	0
48 4000 47 0 215	1
513 118 35 957 4 6046 28	0
133 694 0 586	0
1310 991 10626 9437 16083 77 41 5	0
904 2407 3261 340 296 6434 997 2942	1
810 2288 380 0 44 488 2600 1341 4040 17 18 154	1
105 1997 1075 3175 6 0 717 706	1
3144 40 686 2576 376 54 16 1936	1
8523 10 3258 156 201 0 138 3069	0
1 6867 35 8 10277 715 114 0 1776 1632 282 3736 15	1
9212 1 6789 0 1234 11	0
1 3365 0 11739 10244 11 4066 733 3377 9 9 61 2231 13416 106	1
1 13318 1010 0 6094 2070 2107 42 78	1
1 845 0 539 718 5	0
145 148 0 4595 680	0
2406 4 10457 481 343 2 0 7548 4538 9 9 65 2406 481 12169 66	1
11819 4 943 0 49	1
111 2387 266 11 0 60 259 84 20	0
2255 2889 2 50	0
6385 294 6 0 3948 795 96	0
13501 2971 46 900 12121	1
26 38 21 281 581 41	0
1 1346 151 11 0 2685 235 921 7 2	0
7094 4 1973 14 11625 3694 71 254 80 0 18	1
2923 156 1695 0 26 38 136 3305 171 1018 225	0
434 500 731 1186 7942 405 4 1059 413 24	1
2074 648 396 14 3717 6179 3570 8 4164 0 18	1
180 4451 2327 2157 246 6328 1972 401 285 0 355 2455 4 958	1
178 101 909 593 506 11 104 437 121	0
1986 94 0 491 28 8 97	0
551 94 6 0 10593 74 4481 9 9 2056 7691 74	1
6211 1754 2630 6569 142 11 0 13 4 37	0
8750 10 36 0 42 70 102 5456 235 0 758 8 2280 727 178 29 730 29 342 102 8 371 493 233 12862 1004	0
559 6472 3828 25 8 3553 372 0 2	1
4287 11966 462 614 6145 953 11 260 58 6 462 11 946 15 2	1
14762 16045 17198 9 9 180 128 13227 65 23 9802 66	1
124 620 259 0 86 13398 9 3530 17 43 1041	0
5490 927 62 4034 254 249 14 2435 0 129	1
1022 7261 2920 265 425 5424	1
355 543 2 6724 9 9 1400 2057 1937 355 543 703 1369	0
23 3297 4617 822 78 108 0 803 24	1
876 476 0 1968 6982 493 123 148 0 16280 497	0
1 714 2183 0 724 9705 658 35 55	0
160 3585 13 565 11 517 9919 2 8492 591 10823 345 6241 6554 345 13639 3001 6844 7109 0 68 17 5836 212 350 273	1
157 1775 3 1932 27 6 1 15903 0 1826 13203 3690 3662 176	0
1 2679 0 157 6741 708 225	0
5002 349 2381 3286 150 0 888 648 1055 2	1
1511 16450 248 2	1
48 8456 879 2849 47 39 0 743 829 9 9 13277 146 15138 6513 8 14474 146 11193 0 978	1
3883 6 3033 3697 0 599	1
243 144 6 641 5064 3629 0 9670 121	1
11469 16032 5006	1
10725 13 1651	1
886 262 2299 7	0
2645 0 5147 9810 374 8 158 1930 0 2518	1
1 1628 39 8 5007 0 385 91 57 21 726 151 7	0
656 2308 109 112 0 1071 30	1
82 4873 954 0 744 9 1590 0 744 3 6624	0
65 52 3969 66 1130 40 6202 1592 12952	1
178 101 11 119 14059 352 20 30	0
14865 640 608 812 4 1671 930 317 191 195 32	0
21 1634 1319 2903	0
839 8301 29 14436 29 16763 8 16543 0 326 45	1
434 652 40 152 1167 878 16340 0 199 54	1
70 102 11 0 42 259 130 6022 112 827 487	0
8219 21 4056 0 6150 11	0
2803 266 110 1060 753 5	0
107 193 584 572 211 15317	0
4035 597 1746 690 16 21 3729 2493 1771	0
13682 1400 15322 2664 703 1314 840	0
13649 2220 3445 5876 0 16904 1097 440 158	1
243 894 583 0 264 497	1
4116 12 141 657 76 272 0 2	0
17000 4182 0 975 2503 374 5956 14 4182 10768 358 2503 0 1877	1
13162 187 481 960 804 4 12876	1
1 819 224 0 2305 103 164	0
1591 15107 0 12245 1292 4 4567 36 419	1
1186 982 405 56 24 16 1377 183	1
160 279 2090 1270 406 2983 0 2	1
1 1330 107 866 0 218 21 1097 12	0
180 659 10798 367 889 238 4254 250 0 44	1
1 92 4946 304 734 1352 0 13577 4724 30 2	0
15259 1820 5794 28	0
10755 424 122 6 1 341 2093 0 1277 1065 0 13 4 37	0
669 12711 8841 1626 1811 16 96 161	1
1 10 36 912 0 15401 3 4314 12010 0 388 430 861 3614	1
1 69 8 55 0 26 43 11 12	0
492 13721 6 4650 5194 0 2	1
1 11024 2068 0 4407 171	0
13297 961 67 16494 0 1298 3372 20	0
62 10434 8823 10346 15834 8267 14663 1274 648 2478 80 0 18	1
35 1478 3440 6 1497 1824 2337 334 96	0
65 803 14 152 2256 14702 2019 4097 4 1568 171 0 18 16 38 576 66 547 1170	1
10 228 649 0 157 672 8402 64	0
5564 33 56 202 443	1
10 69 43 0 36 7	0
1984 91 705 358 3727 3617 617 10227 0 3044 80	1
3651 3172 7329 64 0 359	1
105 88 171	1
11536 72 467 0 13	0
597 75 11 3023 0 1978 590 12 2	0
8258 2932 13 2474 16866 13 824 4748 1048 9642 271 40 3914 1170 4639	1
3474 684 0 215 20	1
92 4157 6 2955 1843 0 15952 0 175 1395 64	1
138 19 666 1262 5871 3641 0 2394 7	0
2760 16273 4344 0 44 488 1540 4641 207 1977 12 15	1
5131 13 22 4530 13 6 0 19 4 561	1
3016 4 23 46 44	1
327 16826 4 8113 0 1386 147 7	0
85 493 3902 780 10911 0 1120 5838 326 30	1
195 320 1873 177 0 522 264 245 103 164 6 0 35 84	0
584 0 572 211	0
3146 5002 0 864 79 17 1055 442	1
65 14028 481 343 2 66 751	1
1691 4761 311 562 113 3216 5	0
197 9614 37 17 22 1 545 0 2247 1683 107 309 6 0 19	0
135 212 11 0 1898 998 137	0
3842 1777 143 2383 953 663 17 121 2	1
1 859 283 0 787 58 1950	0
246 83 4 904 44 23 951 904 187 252 8 169 44 823 6 246 83 90	1
14035 5601 1885 6 0 1327 30 9 9 395 1047 1153 4 1397 0 1327 195 28	1
1792 300 452 16631 135 4286 864 11785 72 2	1
4076 187 376 88 385 79 9 9 61 2525 2465 187 106	1
1878 894 0 387 549	1
1 646 543 0 138 19 226 557 41 7	0
1 195 43 0 5162 305 213 443	0
12143 181 965 2694 142 728 4331 2865 614	1
21 330 60 5441 11 0 17256 108 9899 484	0
16214 5107 689 22 377 141 6929 13 100 0 19 2	1
11011 16287 1150 1710 293 1146 476 1265 15511 14693 2622 1710 1496 1642 4 64	1
1 1091 3363 28 0 16248 8885 157 4293 1921 256 13 922	1
1 13919 302 0 1310 31 351 7	0
1 1768 204 1837 0 6721 182 1821 8 1268 94	0
2325 6758 88 4179 862	1
44 420 1285 491 30 0 359	1
238 211 8 206 1049 44 0 49	1
10 1 7406 39 0 209 1812 64	0
51 479 55 0 322 692 7	0
23 6343 2378 1292 0 15755 4 2149	1
35 195 52 34 10 228 331 1516 244	0
1 165 1996 869 0 16997 1330 33 57 896 885 5	0
10 45 0 419 112 605 12 9 9 5121 465 375 2782 5085	0
1 12480 0 1323 113 669 41 11 164	0
23 36 252 955 112 4436 465 15	1
420 533 116 0 3292 44 9 9 764 152 533 116 589 6 0 73 30	1
122 9443 41 28	0
7961 3 661 3 15156 3 5008 3 5432 3 1807 3 6268 21 12 21 117 59 99 1807 895 227	0
23 3009 400 6808 2258 625 0 4404 17 33 1126 24	1
335 417 10026 0 2183 1654	1
125 676 657 0 566 771 13 7	0
2627 326 75 114 0 10 589	1
6734 429 657 6 0 31 165 1946 225	0
65 543 4 664 66 3360 40 2015	0
1413 6 0 14849 11402 9 9 65 16623 66 5157 1163 15	1
152 564 444 166 267 12823 8 267 658	1
125 11721 0 177 12	0
4515 13036 11085 200 990 916 12224 1320 1718	1
529 16052 160 959 190 11 767 191 16 277 676 80	1
577 15958 8 385 5338 34 1593 4092 0 1290 558 96	0
1 235 0 294	0
6107 780 588 0 33 109	1
3166 1371 2362 0 3962 96	0
1 262 266 0 21 3141 5	0
21 330 21 259 60 11 0 24 12 16 22 2320 421 2774 6 0 19	0
82 1 816 605 0 31 68 7	0
101 159 557 13477 1728 208 0 41 5	0
2377 33 6 552 412 603 0 1051 2561 2707	0
144 625 6 2589 379 7453 3782 267 0 1092 54 24	1
9619 0 2408 2851 1317 93	1
247 10868 1508 3874 7519 0 459 397	1
180 1048 1138 841 3642	1
10 2810 1578 0 1789 5	0
463 2169 155 125 0 1 367 949 12	0
131 60 20 0 3356 304 809 7	0
48 1511 46 44 248 4 2157 555 775 0 23 128 47 39 542 50	1
216 1405 27 4 20	0
51 311 1921 0 1424 73	0
10 104 0 2824 2140 31 360 7	0
1848 191 13252 793 2900 3 2990 29 3 2990 3 1411 29 3 1093 29 3 808 8 3 3421 378 24	1
1 5995 437 0 2580 434 1171 40 1191 0 199 56 477	1
639 590 1267 8 123 6797 0 1220 148 0 370 41 7 2	0
10 171 2818 220 708 4 754 1158 176	0
749 2177 6805 1128 0 1341 691 80 15	1
4492 459 58 6 0 593 16818 74	1
4482 1039 608 0 779 2647	1
67 322 55 6 0 76 142 28	0
4367 1090 1333 12843 9 9 1443 4 713 364 46 900 22 1299 100 0 3692	1
2674 168 0 60 1774 20	0
6406 2551 14712 2890 14145 4254 0 90 2	1
14227 731 23 12384 2703 0 1482 3448	1
299 969 887 22 107 32 6 0 19	0
129 6522 28 0 1101 157 940 136 7	0
82 85 94 141 4338 0 2	1
589 44 2110 1040 4 246 2000	1
10052 11657 4 1071 206 1088 0 49	1
135 1476 407 94 0 1 1066 269 619 0 892 119 12	0
4642 12698 0 25	1
86 1216 43 5 411 15	0
1 2215 43 0 939 231 234 5	0
1 808 8 1482 3448 9694 15 0 112 1606 3687	1
10 36 0 1 25 565 0 110 141 11 821 7	0
33 12922 54 14 315 202 15 0 18	1
2391 5034 12 236 413 159 98 7 16 19	0
156 739 1501 39 4 7 2	0
4939 2420 249 88 453 727 3887 1074 4 249 25	1
1 2505 8 86 0 104 1396 5	0
51 6675 0 1717 2114 33 718 244	0
10 1 59 680 316 0 2628 1321 5 9489	0
51 555 775 0 23 128 14 46 1166 0 2870	1
85 1704 1197 7654 25 6 9162 11971 0 236 4123	1
380 1119 14 380 0 350 2246 22 10842 1540 3149 2	1
327 231 75 0 1069 206 307	0
1578 25 454 11031 629 3154 893 0 72 4 21 12 7 115	0
